movieId,title,genres
430.0,Calendar Girl (1993),Comedy|Drama
431.0,Carlito's Way (1993),Crime|Drama
432.0,City Slickers II: The Legend of Curly's Gold (1994),Adventure|Comedy|Western
433.0,Clean Slate (1994),Comedy
434.0,Cliffhanger (1993),Action|Adventure|Thriller
435.0,Coneheads (1993),Comedy|Sci-Fi
436.0,Color of Night (1994),Drama|Thriller
437.0,Cops and Robbersons (1994),Comedy
438.0,"Cowboy Way, The (1994)",Action|Comedy|Drama
440.0,Dave (1993),Comedy|Romance
441.0,Dazed and Confused (1993),Comedy
442.0,Demolition Man (1993),Action|Adventure|Sci-Fi
444.0,Even Cowgirls Get the Blues (1993),Comedy|Romance
445.0,Fatal Instinct (1993),Comedy
446.0,Farewell My Concubine (Ba wang bie ji) (1993),Drama|Romance
448.0,Fearless (1993),Drama
449.0,Fear of a Black Hat (1994),Comedy
450.0,With Honors (1994),Comedy|Drama
451.0,Flesh and Bone (1993),Drama|Mystery|Romance
452.0,Widows' Peak (1994),Drama
453.0,For Love or Money (1993),Comedy|Romance
454.0,"Firm, The (1993)",Drama|Thriller
455.0,Free Willy (1993),Adventure|Children|Drama
456.0,Fresh (1994),Crime|Drama|Thriller
457.0,"Fugitive, The (1993)",Thriller
458.0,Geronimo: An American Legend (1993),Drama|Western
459.0,"Getaway, The (1994)",Action|Adventure|Crime|Drama|Romance|Thriller
460.0,Getting Even with Dad (1994),Comedy
461.0,Go Fish (1994),Drama|Romance
464.0,Hard Target (1993),Action|Adventure|Crime|Thriller
466.0,Hot Shots! Part Deux (1993),Action|Comedy|War
467.0,Live Nude Girls (1995),Comedy
468.0,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",Comedy|Romance
469.0,"House of the Spirits, The (1993)",Drama|Romance
470.0,House Party 3 (1994),Comedy
471.0,"Hudsucker Proxy, The (1994)",Comedy
472.0,I'll Do Anything (1994),Comedy|Drama
473.0,In the Army Now (1994),Comedy|War
474.0,In the Line of Fire (1993),Action|Thriller
475.0,In the Name of the Father (1993),Drama
476.0,"Inkwell, The (1994)",Comedy|Drama
477.0,What's Love Got to Do with It? (1993),Drama|Musical
478.0,Jimmy Hollywood (1994),Comedy|Crime|Drama
479.0,Judgment Night (1993),Action|Crime|Thriller
480.0,Jurassic Park (1993),Action|Adventure|Sci-Fi|Thriller
481.0,Kalifornia (1993),Drama|Thriller
482.0,Killing Zoe (1994),Crime|Drama|Thriller
484.0,Lassie (1994),Adventure|Children
485.0,Last Action Hero (1993),Action|Adventure|Comedy|Fantasy
486.0,Life with Mikey (1993),Comedy
487.0,Lightning Jack (1994),Comedy|Western
488.0,M. Butterfly (1993),Drama|Romance
489.0,Made in America (1993),Comedy
490.0,Malice (1993),Thriller
491.0,"Man Without a Face, The (1993)",Drama
492.0,Manhattan Murder Mystery (1993),Comedy|Mystery
493.0,Menace II Society (1993),Action|Crime|Drama
494.0,Executive Decision (1996),Action|Adventure|Thriller
495.0,In the Realm of the Senses (Ai no corrida) (1976),Drama
496.0,What Happened Was... (1994),Comedy|Drama|Romance|Thriller
497.0,Much Ado About Nothing (1993),Comedy|Romance
499.0,Mr. Wonderful (1993),Comedy|Romance
500.0,Mrs. Doubtfire (1993),Comedy|Drama
501.0,Naked (1993),Drama
502.0,"Next Karate Kid, The (1994)",Action|Children|Romance
504.0,No Escape (1994),Action|Drama|Sci-Fi
505.0,North (1994),Comedy
506.0,Orlando (1992),Drama|Fantasy|Romance
507.0,"Perfect World, A (1993)",Crime|Drama|Thriller
508.0,Philadelphia (1993),Drama
509.0,"Piano, The (1993)",Drama|Romance
510.0,Poetic Justice (1993),Drama
511.0,"Program, The (1993)",Action|Drama
512.0,"Puppet Masters, The (1994)",Horror|Sci-Fi
513.0,Radioland Murders (1994),Comedy|Mystery|Romance
514.0,"Ref, The (1994)",Comedy
515.0,"Remains of the Day, The (1993)",Drama|Romance
516.0,Renaissance Man (1994),Comedy|Drama
517.0,Rising Sun (1993),Action|Drama|Mystery
518.0,"Road to Wellville, The (1994)",Comedy
519.0,RoboCop 3 (1993),Action|Crime|Drama|Sci-Fi|Thriller
520.0,Robin Hood: Men in Tights (1993),Comedy
521.0,Romeo Is Bleeding (1993),Crime|Thriller
522.0,Romper Stomper (1992),Action|Drama
523.0,Ruby in Paradise (1993),Drama
524.0,Rudy (1993),Drama
526.0,"Savage Nights (Nuits fauves, Les) (1992)",Drama
527.0,Schindler's List (1993),Drama|War
528.0,"Scout, The (1994)",Comedy|Drama
529.0,Searching for Bobby Fischer (1993),Drama
531.0,"Secret Garden, The (1993)",Children|Drama
532.0,Serial Mom (1994),Comedy|Crime|Horror
533.0,"Shadow, The (1994)",Action|Adventure|Fantasy|Mystery
534.0,Shadowlands (1993),Drama|Romance
535.0,Short Cuts (1993),Drama
536.0,"Simple Twist of Fate, A (1994)",Drama
537.0,Sirens (1994),Drama
538.0,Six Degrees of Separation (1993),Drama
539.0,Sleepless in Seattle (1993),Comedy|Drama|Romance
540.0,Sliver (1993),Thriller
541.0,Blade Runner (1982),Action|Sci-Fi|Thriller
542.0,Son in Law (1993),Comedy|Drama|Romance
543.0,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
544.0,Striking Distance (1993),Action|Crime
546.0,Super Mario Bros. (1993),Action|Adventure|Children|Comedy|Fantasy|Sci-Fi
547.0,Surviving the Game (1994),Action|Adventure|Thriller
548.0,Terminal Velocity (1994),Action|Mystery|Thriller
549.0,Thirty-Two Short Films About Glenn Gould (1993),Drama|Musical
550.0,Threesome (1994),Comedy|Romance
551.0,"Nightmare Before Christmas, The (1993)",Animation|Children|Fantasy|Musical
552.0,"Three Musketeers, The (1993)",Action|Adventure|Comedy|Romance
553.0,Tombstone (1993),Action|Drama|Western
555.0,True Romance (1993),Crime|Thriller
556.0,"War Room, The (1993)",Documentary
558.0,"Pagemaster, The (1994)",Action|Adventure|Animation|Children|Fantasy
562.0,Welcome to the Dollhouse (1995),Comedy|Drama
563.0,Germinal (1993),Drama|Romance
564.0,Chasers (1994),Comedy
567.0,Kika (1993),Comedy|Drama
568.0,Bhaji on the Beach (1993),Comedy|Drama
569.0,Little Big League (1994),Comedy|Drama
573.0,"Ciao, Professore! (Io speriamo che me la cavo) (1992)",Drama
574.0,Spanking the Monkey (1994),Comedy|Drama
575.0,"Little Rascals, The (1994)",Children|Comedy
577.0,Andre (1994),Adventure|Children|Drama
579.0,"Escort, The (Scorta, La) (1993)",Crime|Thriller
580.0,Princess Caraboo (1994),Drama
581.0,"Celluloid Closet, The (1995)",Documentary
583.0,Dear Diary (Caro Diario) (1994),Comedy|Drama
585.0,"Brady Bunch Movie, The (1995)",Comedy
586.0,Home Alone (1990),Children|Comedy
587.0,Ghost (1990),Comedy|Drama|Fantasy|Romance|Thriller
588.0,Aladdin (1992),Adventure|Animation|Children|Comedy|Musical
589.0,Terminator 2: Judgment Day (1991),Action|Sci-Fi
590.0,Dances with Wolves (1990),Adventure|Drama|Western
592.0,Batman (1989),Action|Crime|Thriller
593.0,"Silence of the Lambs, The (1991)",Crime|Horror|Thriller
594.0,Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical
595.0,Beauty and the Beast (1991),Animation|Children|Fantasy|Musical|Romance|IMAX
596.0,Pinocchio (1940),Animation|Children|Fantasy|Musical
597.0,Pretty Woman (1990),Comedy|Romance
599.0,"Wild Bunch, The (1969)",Adventure|Western
600.0,Love and a .45 (1994),Action|Comedy|Crime
602.0,"Great Day in Harlem, A (1994)",Documentary
605.0,One Fine Day (1996),Drama|Romance
606.0,Candyman: Farewell to the Flesh (1995),Fantasy|Horror
608.0,Fargo (1996),Comedy|Crime|Drama|Thriller
609.0,Homeward Bound II: Lost in San Francisco (1996),Adventure|Children
610.0,Heavy Metal (1981),Action|Adventure|Animation|Horror|Sci-Fi
611.0,Hellraiser: Bloodline (1996),Action|Horror|Sci-Fi
612.0,"Pallbearer, The (1996)",Comedy
613.0,Jane Eyre (1996),Drama|Romance
615.0,Bread and Chocolate (Pane e cioccolata) (1973),Comedy|Drama
